timestamp,rank,txn_id,direction,counterparty,channel,amount,pct_of_minute,pct_of_excess
2026-02-16 12:57:00,4,TXN00126325,DR,TSBSGB2A,CHAPS,526952.87,2.024111016886867,2.1843180352637077
2026-02-16 12:57:00,5,TXN00126323,DR,NWBKGB2L,CHAPS,513790.15,1.973550885078121,2.1297561032087096
2026-02-16 14:46:00,1,TXN00127289,CR,BOFAGB22,CHAPS,14800606.35,88.58157880419628,95.51930713174518
2026-02-16 14:46:00,2,TXN00127288,CR,SANTGB2L,CHAPS,1096425.02,6.5621000258562034,7.076045112996999
2026-02-16 14:46:00,3,TXN00127284,DR,BNPAGB22,CHAPS,208083.98,1.2453819145227658,1.3429204942550155
2026-02-16 14:46:00,4,TXN00127286,DR,COBAGB2X,CHAPS,188046.12,1.1254553903869857,1.2136012989233382
2026-02-16 14:46:00,5,TXN00127285,CR,BARCGB22,FPS,88841.92,0.5317185898668335,0.5733629043281686
2026-02-17 16:11:00,1,TXN00133968,DR,DEUTGB2L,CHAPS,14883207.99,92.3958948211593,97.70129272744285
2026-02-17 16:11:00,2,TXN00133972,CR,CHASGB2L,FPS,414460.42,2.572996453424791,2.720738623391294
2026-02-17 16:11:00,3,TXN00133967,DR,HSBCGB2L,CHAPS,307914.09,1.9115501102120245,2.0213118477016048
2026-02-17 16:11:00,4,TXN00133973,DR,BARCGB22,SWIFT,197308.0,1.2249005206150654,1.295234648230317
2026-02-17 16:11:00,5,TXN00133971,DR,CHASGB2L,SWIFT,136704.5,0.8486701665437903,0.8974010428822013
2026-02-17 17:31:00,1,TXN00134778,DR,MIDLGB22,CHAPS,13851468.41,66.21410535034042,72.56085319170083
2026-02-17 17:31:00,2,TXN00134777,DR,RBOSGB2L,FPS,4942512.55,23.626668089919836,25.891329130114148
2026-02-17 17:31:00,3,TXN00134774,CR,BNPAGB22,SWIFT,677657.84,3.2394043924505564,3.5499074601322427
2026-02-17 17:31:00,4,TXN00134772,CR,LOYDGB2L,FPS,388108.92,1.8552751344207006,2.033106782106834
2026-02-17 17:31:00,5,TXN00134775,CR,BARCGB22,BACS,298481.7,1.4268305817078857,1.5635950047341796
2026-02-18 08:15:00,1,TXN00135515,CR,NTSBGB2L,FPS,250570.49,31.30018753593669,
2026-02-18 08:15:00,2,TXN00135520,CR,NTSBGB2L,BACS,199915.7,24.972609110426603,
2026-02-18 08:15:00,3,TXN00135517,CR,BOFAGB22,FPS,151792.55,18.9612722613826,
2026-02-18 08:15:00,4,TXN00135519,CR,TSBSGB2A,CHAPS,114772.37,14.336870654417101,
2026-02-18 08:15:00,5,TXN00135518,CR,HSBCGB2L,CHAPS,73353.05,9.162947405869465,
2026-02-18 08:16:00,1,TXN00135529,DR,CITIGB2L,FPS,1146811.95,57.14195634570434,
2026-02-18 08:16:00,2,TXN00135525,DR,RBOSGB2L,SWIFT,415469.63,20.701517332833802,
2026-02-18 08:16:00,3,TXN00135524,DR,BARCGB22,CHAPS,165938.62,8.268188503011693,
2026-02-18 08:16:00,4,TXN00135526,CR,BARCGB22,FPS,118328.19,5.895913682662801,
2026-02-18 08:16:00,5,TXN00135528,CR,BARCGB22,CHAPS,55321.63,2.7564991509141556,
2026-02-18 08:17:00,1,TXN00135535,CR,TSBSGB2A,BACS,1111352.58,65.85248373944867,
2026-02-18 08:17:00,2,TXN00135534,CR,TSBSGB2A,SWIFT,125364.0,7.428363347581596,
2026-02-18 08:17:00,3,TXN00135532,DR,BARCGB22,CHAPS,112736.55,6.680131903519352,
2026-02-18 08:17:00,4,TXN00135533,DR,LOYDGB2L,CHAPS,103317.58,6.122016882301374,
2026-02-18 08:17:00,5,TXN00135531,DR,SANTGB2L,CHAPS,86641.35,5.133877578291924,
2026-02-18 08:18:00,1,TXN00135539,DR,LOYDGB2L,BACS,3135284.16,54.254055264965714,83.53867600130577
2026-02-18 08:18:00,2,TXN00135538,CR,DEUTGB2L,FPS,860184.76,14.884938374173164,22.91935668341493
2026-02-18 08:18:00,3,TXN00135541,CR,RBOSGB2L,SWIFT,513222.41,8.880980343216766,13.674652260418817
2026-02-18 08:18:00,4,TXN00135543,CR,SANTGB2L,FPS,290434.98,5.025788621277381,7.738550145855271
2026-02-18 08:18:00,5,TXN00135544,DR,SANTGB2L,BACS,289286.96,5.005922881093473,7.707961508293623
2026-02-18 12:27:00,1,TXN00137651,CR,LOYDGB2L,CHAPS,15095156.96,92.70096456478576,101.20527440228345
2026-02-18 12:27:00,2,TXN00137654,DR,NTSBGB2L,SWIFT,772382.1,4.743280634464818,5.178425277792669
2026-02-18 12:27:00,3,TXN00137653,CR,LOYDGB2L,FPS,145938.06,0.8962211499067168,0.9784397371404945
2026-02-18 12:27:00,4,TXN00137655,CR,CHASGB2L,CHAPS,140965.27,0.8656827175605238,0.9450997342621851
2026-02-18 12:27:00,5,TXN00137652,CR,BNPAGB22,CHAPS,129268.39,0.793850933282174,0.8666781614897096
2026-02-18 16:09:00,1,TXN00139092,CR,DEUTGB2L,BACS,105712.15,78.41647342973667,
2026-02-18 16:09:00,2,TXN00139093,CR,RBOSGB2L,FPS,29096.45,21.58352657026332,
2026-02-18 16:11:00,1,TXN00139095,CR,MIDLGB22,CHAPS,1332845.99,70.20440279979067,127.48219443172836
2026-02-18 16:11:00,2,TXN00139097,CR,MIDLGB22,SWIFT,165718.68,8.728826173059659,15.850429189293935
2026-02-18 16:11:00,3,TXN00139100,CR,HSBCGB2L,CHAPS,156833.16,8.260803138256069,15.000559364298619
2026-02-18 16:11:00,4,TXN00139098,DR,CHASGB2L,CHAPS,137830.3,7.259873962794446,13.183000312874443
2026-02-18 16:11:00,5,TXN00139099,DR,SANTGB2L,FPS,70571.41,3.717176426204482,6.7499158030563
2026-02-18 16:12:00,1,TXN00139105,DR,NWBKGB2L,CHAPS,584531.02,51.53734349823288,207.88296479221992
2026-02-18 16:12:00,2,TXN00139104,CR,CHASGB2L,FPS,323572.78,28.52899322526654,115.07561879686168
2026-02-18 16:12:00,3,TXN00139101,DR,CITIGB2L,BACS,172357.31,15.196520947513461,61.29725776813647
2026-02-18 16:12:00,4,TXN00139102,DR,TSBSGB2A,CHAPS,30317.76,2.673077660133392,10.782226467055544
2026-02-18 16:12:00,5,TXN00139103,CR,MIDLGB22,FPS,23410.4,2.0640646688537267,8.325688787178112
2026-02-18 16:13:00,1,TXN00139107,CR,DEUTGB2L,SWIFT,527896.02,35.02536886888039,82.20441363115276
2026-02-18 16:13:00,2,TXN00139106,DR,BARCGB22,FPS,365469.96,24.248563494558955,56.91129052573811
2026-02-18 16:13:00,3,TXN00139109,DR,BOFAGB22,CHAPS,221883.6,14.721753226999343,34.551901399766656
2026-02-18 16:13:00,4,TXN00139108,DR,BOFAGB22,BACS,189813.79,12.593953656157893,29.557963528606958
2026-02-18 16:13:00,5,TXN00139112,DR,MIDLGB22,FPS,134293.92,8.910266239264155,20.912362528948297
2026-02-18 16:14:00,1,TXN00139113,DR,NWBKGB2L,CHAPS,889448.1,83.00384003115266,451.7950817795387
2026-02-18 16:14:00,2,TXN00139114,DR,DEUTGB2L,INTERNAL,151258.25,14.115512289465904,76.83161437815191
2026-02-18 16:14:00,3,TXN00139115,DR,CITIGB2L,SWIFT,30868.29,2.8806476793814384,15.679545107740987
2026-02-18 16:15:00,1,TXN00139118,CR,BOFAGB22,SWIFT,832416.82,70.69528031742864,396.38645885967554
2026-02-18 16:15:00,2,TXN00139116,DR,LOYDGB2L,SWIFT,159718.48,13.564529745414829,76.05593878034556
2026-02-18 16:15:00,3,TXN00139119,DR,BARCGB22,CHAPS,85273.28,7.242067061050714,40.6060673960788
2026-02-18 16:15:00,4,TXN00139117,DR,HSBCGB2L,FPS,82147.6,6.976610118719131,39.117657747258264
2026-02-18 16:15:00,5,TXN00139120,CR,COBAGB2X,BACS,17915.38,1.5215127573866836,8.531079462480653
2026-02-18 16:16:00,1,TXN00139122,CR,MIDLGB22,CHAPS,299462.96,46.71418281671976,
2026-02-18 16:16:00,2,TXN00139123,CR,HSBCGB2L,CHAPS,173030.62,26.991598612297043,
2026-02-18 16:16:00,3,TXN00139124,CR,BOFAGB22,SWIFT,90721.6,14.151951906924726,
2026-02-18 16:16:00,4,TXN00139121,DR,COBAGB2X,INTERNAL,77838.44,12.14226666405846,
2026-02-18 16:17:00,1,TXN00139128,CR,BARCGB22,CHAPS,1047249.71,61.06349993513186,143.34943744446184
2026-02-18 16:17:00,2,TXN00139125,DR,TSBSGB2A,INTERNAL,198812.44,11.592443808882416,27.213806944822
2026-02-18 16:17:00,3,TXN00139129,CR,COBAGB2X,CHAPS,169685.92,9.894121780098454,23.22691612322906
2026-02-18 16:17:00,4,TXN00139126,DR,NWBKGB2L,BACS,163639.11,9.54154170438494,22.39921781636245
2026-02-18 16:17:00,5,TXN00139127,DR,NWBKGB2L,CHAPS,107377.71,6.261027074067758,14.698055464321461
2026-02-18 16:18:00,1,TXN00139135,CR,LOYDGB2L,BACS,709610.76,74.0531628527918,
2026-02-18 16:18:00,2,TXN00139136,CR,BNPAGB22,CHAPS,79638.18,8.31083665196952,
2026-02-18 16:18:00,3,TXN00139133,CR,CHASGB2L,CHAPS,56724.67,5.9196413894299935,
2026-02-18 16:18:00,4,TXN00139132,DR,LOYDGB2L,CHAPS,46222.16,4.8236263242228725,
2026-02-18 16:18:00,5,TXN00139134,CR,TSBSGB2A,FPS,40195.39,4.194688030944569,
2026-02-18 16:19:00,1,TXN00139137,CR,BOFAGB22,CHAPS,680808.61,62.96291247434429,598.1717977687498
2026-02-18 16:19:00,2,TXN00139139,CR,HSBCGB2L,SWIFT,310154.16,28.68384586034212,272.50752817690784
2026-02-18 16:19:00,3,TXN00139138,CR,SANTGB2L,CHAPS,44401.78,4.106389588470527,39.01227478120836
2026-02-18 16:19:00,4,TXN00139140,DR,DEUTGB2L,FPS,31390.37,2.9030612859718135,27.580194756241745
2026-02-18 16:19:00,5,TXN00139141,CR,RBOSGB2L,BACS,14530.21,1.3437907908712292,12.766527493912667
2026-02-19 07:17:00,1,TXN00140138,CR,DEUTGB2L,CHAPS,25309.3,100.0,
2026-02-19 07:18:00,1,TXN00140139,CR,RBOSGB2L,CHAPS,3419990.83,74.64680089374636,94.3452587679523
2026-02-19 07:18:00,2,TXN00140142,DR,BARCGB22,SWIFT,640025.03,13.969575755097578,17.655990929460017
2026-02-19 07:18:00,3,TXN00140140,DR,HSBCGB2L,BACS,355198.13,7.752770520715412,9.798640158559362
2026-02-19 07:18:00,4,TXN00140143,CR,BNPAGB22,FPS,141556.04,3.0896882648036796,3.905022524275776
2026-02-19 07:18:00,5,TXN00140141,DR,LOYDGB2L,CHAPS,24793.8,0.5411645656369695,0.6839718563926254
2026-02-19 07:19:00,1,TXN00140144,DR,NTSBGB2L,CHAPS,590509.04,66.40133003932304,
2026-02-19 07:19:00,2,TXN00140147,DR,SANTGB2L,SWIFT,139397.32,15.674895429064263,
2026-02-19 07:19:00,3,TXN00140146,DR,CITIGB2L,CHAPS,114137.65,12.834505916391626,
2026-02-19 07:19:00,4,TXN00140145,DR,BNPAGB22,INTERNAL,45259.02,5.0892686152210675,
2026-02-19 07:20:00,1,TXN00140152,DR,CITIGB2L,INTERNAL,725466.4,50.93683962033046,156.392282611894
2026-02-19 07:20:00,2,TXN00140150,CR,TSBSGB2A,CHAPS,497062.17,34.899998173069676,107.15408372644315
2026-02-19 07:20:00,3,TXN00140149,CR,RBOSGB2L,CHAPS,90855.65,6.379206084045901,19.586189645292087
2026-02-19 07:20:00,4,TXN00140148,DR,MIDLGB22,CHAPS,71539.49,5.022969400995326,15.42211208953408
2026-02-19 07:20:00,5,TXN00140151,DR,NWBKGB2L,INTERNAL,39323.27,2.760986721558644,8.477106527695579
2026-02-19 07:21:00,1,TXN00140153,DR,NWBKGB2L,FPS,61680.48,39.955994333910965,
2026-02-19 07:21:00,2,TXN00140155,DR,NTSBGB2L,CHAPS,50197.22,32.51725404695428,
2026-02-19 07:21:00,3,TXN00140154,DR,CITIGB2L,CHAPS,42493.33,27.526751619134757,
2026-02-19 07:22:00,1,TXN00140157,CR,RBOSGB2L,CHAPS,352823.21,57.6157584148583,
2026-02-19 07:22:00,2,TXN00140156,DR,CHASGB2L,FPS,226716.83,37.022683700039174,
2026-02-19 07:22:00,3,TXN00140158,CR,BNPAGB22,FPS,32832.72,5.361557885102531,
2026-02-19 07:23:00,1,TXN00140159,CR,MIDLGB22,INTERNAL,346464.95,54.57263078488439,
2026-02-19 07:23:00,2,TXN00140160,CR,COBAGB2X,BACS,206924.63,32.593257797906574,
2026-02-19 07:23:00,3,TXN00140161,CR,SANTGB2L,CHAPS,47840.49,7.535484894901933,
2026-02-19 07:23:00,4,TXN00140163,DR,RBOSGB2L,INTERNAL,28352.47,4.465874187705022,
2026-02-19 07:23:00,5,TXN00140162,CR,HSBCGB2L,FPS,5286.89,0.832752334602093,
2026-02-19 07:24:00,1,TXN00140164,DR,LOYDGB2L,CHAPS,738690.35,84.11432460040562,
2026-02-19 07:24:00,2,TXN00140165,DR,COBAGB2X,FPS,139507.69,15.885675399594378,
2026-02-19 07:25:00,1,TXN00140166,CR,CITIGB2L,INTERNAL,1744853.68,69.85809921607596,112.68595966862812
2026-02-19 07:25:00,2,TXN00140168,DR,TSBSGB2A,SWIFT,485875.99,19.45284782625964,31.378792869952715
2026-02-19 07:25:00,3,TXN00140167,DR,BNPAGB22,FPS,192723.71,7.716012069545138,12.446462681185038
2026-02-19 07:25:00,4,TXN00140169,CR,BNPAGB22,SWIFT,42791.28,1.7132195771412115,2.763542013591061
2026-02-19 07:25:00,5,TXN00140170,CR,COBAGB2X,CHAPS,31466.7,1.2598213109780627,2.032179160779155
2026-02-19 07:26:00,1,TXN00140172,DR,CITIGB2L,SWIFT,216553.32,44.1293427406561,
2026-02-19 07:26:00,2,TXN00140173,CR,COBAGB2X,CHAPS,195672.28,39.87419407361489,
2026-02-19 07:26:00,3,TXN00140174,DR,CITIGB2L,CHAPS,68427.84,13.944259106084253,
2026-02-19 07:26:00,4,TXN00140171,CR,SANTGB2L,BACS,10070.66,2.0522040796447536,
2026-02-19 07:27:00,1,TXN00140177,DR,HSBCGB2L,CHAPS,152061.96,56.96620968786958,
2026-02-19 07:27:00,2,TXN00140176,DR,NTSBGB2L,CHAPS,77235.16,28.934220759985976,
2026-02-19 07:27:00,3,TXN00140175,DR,MIDLGB22,SWIFT,37636.49,14.099569552144446,
2026-02-19 07:28:00,1,TXN00140178,DR,BARCGB22,FPS,572769.8,63.173948425325065,
2026-02-19 07:28:00,2,TXN00140183,DR,SANTGB2L,FPS,105413.88,11.626679720951428,
2026-02-19 07:28:00,3,TXN00140181,DR,NTSBGB2L,CHAPS,77496.88,8.547559421330533,
2026-02-19 07:28:00,4,TXN00140184,CR,COBAGB2X,CHAPS,47729.1,5.264306361451289,
2026-02-19 07:28:00,5,TXN00140182,DR,LOYDGB2L,SWIFT,38608.38,4.258331718790605,
2026-02-19 07:29:00,1,TXN00140190,CR,TSBSGB2A,SWIFT,370017.1,41.14872729198439,
2026-02-19 07:29:00,2,TXN00140187,CR,CITIGB2L,CHAPS,351413.36,39.07984932966595,
2026-02-19 07:29:00,3,TXN00140189,DR,TSBSGB2A,CHAPS,84865.35,9.437675025529382,
2026-02-19 07:29:00,4,TXN00140185,DR,BNPAGB22,SWIFT,40047.99,4.453642329238616,
2026-02-19 07:29:00,5,TXN00140186,DR,NTSBGB2L,CHAPS,31889.05,3.546305892485658,
2026-02-19 07:30:00,1,TXN00140192,CR,CHASGB2L,FPS,344072.08,41.27745333844667,
2026-02-19 07:30:00,2,TXN00140191,DR,HSBCGB2L,INTERNAL,302254.18,36.26066611188115,
2026-02-19 07:30:00,3,TXN00140193,DR,MIDLGB22,CHAPS,187233.11,22.461880549672184,
2026-02-19 07:31:00,1,TXN00140199,DR,LOYDGB2L,SWIFT,778261.59,43.27734482170828,148.8758877787394
2026-02-19 07:31:00,2,TXN00140198,DR,CITIGB2L,CHAPS,582203.17,32.374985054037744,111.371311285382
2026-02-19 07:31:00,3,TXN00140196,DR,CHASGB2L,CHAPS,274796.49,15.28080353229961,52.56660733729836
2026-02-19 07:31:00,4,TXN00140197,CR,RBOSGB2L,CHAPS,91930.07,5.112020675302477,17.585566293733777
2026-02-19 07:31:00,5,TXN00140195,DR,BARCGB22,CHAPS,50939.93,2.8326528562249647,9.744445054954904
2026-02-19 07:32:00,1,TXN00140200,CR,NTSBGB2L,CHAPS,24305.03,100.0,
2026-02-19 07:33:00,1,TXN00140202,DR,SANTGB2L,CHAPS,794059.84,34.032263197174615,76.38848333275611
2026-02-19 07:33:00,2,TXN00140204,CR,COBAGB2X,CHAPS,350417.38,15.018385144656543,33.710119619748134
2026-02-19 07:33:00,3,TXN00140203,DR,NTSBGB2L,CHAPS,340519.62,14.594181380136142,32.75795602110597
2026-02-19 07:33:00,4,TXN00140207,DR,CITIGB2L,CHAPS,229069.25,9.817578743661675,22.036440711662163
2026-02-19 07:33:00,5,TXN00140201,DR,TSBSGB2A,CHAPS,224280.26,9.612329516942644,21.57574031558655
2026-02-19 07:34:00,1,TXN00140211,DR,TSBSGB2A,BACS,136549.62,43.86384534570541,
2026-02-19 07:34:00,2,TXN00140210,DR,CITIGB2L,FPS,126267.22,40.560829171931495,
2026-02-19 07:34:00,3,TXN00140209,CR,BNPAGB22,BACS,41125.75,13.210827959287943,
2026-02-19 07:34:00,4,TXN00140212,DR,CITIGB2L,SWIFT,7360.76,2.3644975230751615,
2026-02-19 07:35:00,1,TXN00140220,CR,TSBSGB2A,BACS,975734.93,47.295499994033136,126.833003631618
2026-02-19 07:35:00,2,TXN00140214,DR,BARCGB22,CHAPS,452772.98,21.94666175668054,58.85466969665471
2026-02-19 07:35:00,3,TXN00140216,DR,BOFAGB22,SWIFT,218360.26,10.58428611910724,28.384028077770108
2026-02-19 07:35:00,4,TXN00140219,CR,COBAGB2X,SWIFT,152289.17,7.38171015239386,19.795635328609272
2026-02-19 07:35:00,5,TXN00140217,DR,MIDLGB22,BACS,99013.75,4.799361659148759,12.87051526722541
2026-02-19 07:36:00,1,TXN00140223,DR,BOFAGB22,SWIFT,256278.96,58.080684841770406,
2026-02-19 07:36:00,2,TXN00140221,DR,NTSBGB2L,CHAPS,86862.86,19.685792372947137,
2026-02-19 07:36:00,3,TXN00140224,DR,LOYDGB2L,FPS,44047.5,9.982516573221156,
2026-02-19 07:36:00,4,TXN00140225,CR,COBAGB2X,CHAPS,31140.13,7.057310036148733,
2026-02-19 07:36:00,5,TXN00140222,DR,RBOSGB2L,FPS,22917.0,5.193696175912577,
2026-02-19 13:13:00,1,TXN00143115,DR,SANTGB2L,FPS,12566122.91,81.1330497670373,91.30682448171268
2026-02-19 13:13:00,2,TXN00143112,DR,DEUTGB2L,FPS,851841.99,5.499909483880903,6.1895771372080945
2026-02-19 13:13:00,3,TXN00143122,DR,MIDLGB22,SWIFT,764302.76,4.934713300855655,5.55350751047274
2026-02-19 13:13:00,4,TXN00143119,DR,BOFAGB22,CHAPS,633622.29,4.090976123364541,4.6039689118981295
2026-02-19 13:13:00,5,TXN00143120,DR,NTSBGB2L,CHAPS,324647.89,2.0960859291908402,2.358927102885417
2026-02-19 16:03:00,1,TXN00144201,DR,MIDLGB22,BACS,340890.21,67.37805560796112,
2026-02-19 16:03:00,2,TXN00144200,CR,NTSBGB2L,BACS,165046.34,32.62194439203888,
2026-02-19 16:04:00,1,TXN00144207,DR,CHASGB2L,SWIFT,795744.36,44.149723723690265,86.49216346975845
2026-02-19 16:04:00,2,TXN00144206,DR,DEUTGB2L,SWIFT,419961.06,23.300403629261172,45.6469973000538
2026-02-19 16:04:00,3,TXN00144208,DR,BOFAGB22,FPS,312981.1,17.364909876001725,34.01898125189956
2026-02-19 16:04:00,4,TXN00144204,CR,CHASGB2L,CHAPS,97292.23,5.397996254678738,10.575023694163962
2026-02-19 16:04:00,5,TXN00144202,CR,RBOSGB2L,CHAPS,79974.06,4.437144429225773,8.69265283999031
2026-02-19 16:39:00,1,TXN00144399,DR,TSBSGB2A,CHAPS,1575716.79,77.9737394943481,241.35193868647676
2026-02-19 16:39:00,2,TXN00144401,DR,CITIGB2L,FPS,231412.23,11.451345224179635,35.44532285288453
2026-02-19 16:39:00,3,TXN00144404,CR,CITIGB2L,SWIFT,65942.48,3.2631382680965526,10.100384466801435
2026-02-19 16:39:00,4,TXN00144402,DR,HSBCGB2L,CHAPS,52208.68,2.5835264557051407,7.996783568106731
2026-02-19 16:39:00,5,TXN00144403,CR,NTSBGB2L,CHAPS,51592.38,2.5530290871708075,7.902385132577923
2026-02-19 16:40:00,1,TXN00144409,CR,RBOSGB2L,CHAPS,929855.32,35.61929416772283,76.48506971071112
2026-02-19 16:40:00,2,TXN00144410,DR,DEUTGB2L,SWIFT,735186.27,28.162247885188094,60.472604610476054
2026-02-19 16:40:00,3,TXN00144406,DR,SANTGB2L,BACS,304570.62,11.66696611320751,25.052397509038833
2026-02-19 16:40:00,4,TXN00144407,DR,SANTGB2L,CHAPS,222378.82,8.518504369315307,18.291726878419837
2026-02-19 16:40:00,5,TXN00144418,DR,CHASGB2L,CHAPS,78076.91,2.9908356334368444,6.422201148611935
2026-02-19 16:41:00,1,TXN00144426,CR,NTSBGB2L,SWIFT,504806.93,47.440953293697554,
2026-02-19 16:41:00,2,TXN00144425,CR,DEUTGB2L,SWIFT,254702.64,23.936549460645207,
2026-02-19 16:41:00,3,TXN00144420,DR,TSBSGB2A,CHAPS,116123.95,10.913144334666068,
2026-02-19 16:41:00,4,TXN00144423,DR,SANTGB2L,CHAPS,59612.37,5.602275826317633,
2026-02-19 16:41:00,5,TXN00144424,CR,TSBSGB2A,CHAPS,50167.04,4.714618718730856,
2026-02-20 13:26:00,1,TXN00149305,DR,SANTGB2L,FPS,34462294.64,90.54705952917976,95.04532202470114
2026-02-20 13:26:00,2,TXN00149296,DR,SANTGB2L,CHAPS,1090540.97,2.8653135016432394,3.007658623940659
2026-02-20 13:26:00,3,TXN00149302,DR,TSBSGB2A,CHAPS,1077553.63,2.8311902530206483,2.971840175823987
2026-02-20 13:26:00,4,TXN00149300,DR,TSBSGB2A,CHAPS,396658.31,1.0421895577036318,1.0939642064334614
2026-02-20 13:26:00,5,TXN00149306,CR,DEUTGB2L,CHAPS,229487.25,0.6029603049942979,0.6329146043425823
2026-02-20 16:00:00,1,TXN00150518,CR,DEUTGB2L,SWIFT,279805.34,25.758094918314846,137.21096403660252
2026-02-20 16:00:00,2,TXN00150519,CR,DEUTGB2L,INTERNAL,267719.19,24.64547784354068,131.28415687491292
2026-02-20 16:00:00,3,TXN00150520,DR,CITIGB2L,CHAPS,213286.96,19.634599398706335,104.59167576300108
2026-02-20 16:00:00,4,TXN00150515,DR,BARCGB22,SWIFT,150714.02,13.874310020962435,73.90715265845816
2026-02-20 16:00:00,5,TXN00150516,DR,NWBKGB2L,BACS,108038.25,9.94569831408017,52.979805300811876
2026-02-20 16:01:00,1,TXN00150523,CR,CHASGB2L,FPS,763466.03,69.21012297885211,360.4533491678798
2026-02-20 16:01:00,2,TXN00150522,CR,NWBKGB2L,CHAPS,220890.59,20.024289618715844,104.28853391835781
2026-02-20 16:01:00,3,TXN00150521,DR,LOYDGB2L,SWIFT,94086.98,8.529222258269694,44.42105571362661
2026-02-20 16:01:00,4,TXN00150524,DR,MIDLGB22,SWIFT,24669.64,2.236365144162353,11.647216786797829
2026-02-23 06:58:00,1,TXN00151769,DR,COBAGB2X,CHAPS,37349182.68,99.24156651842206,101.20299517062008
2026-02-23 06:58:00,2,TXN00151767,DR,SANTGB2L,BACS,178187.62,0.473467349861411,0.4828250460211754
2026-02-23 06:58:00,3,TXN00151770,DR,SANTGB2L,CHAPS,37924.81,0.10077108210265977,0.102762740383391
2026-02-23 06:58:00,4,TXN00151766,DR,RBOSGB2L,SWIFT,37576.64,0.09984594977752265,0.10181932357209293
2026-02-23 06:58:00,5,TXN00151768,CR,LOYDGB2L,SWIFT,31744.46,0.08434909983634983,0.0860161910261631
2026-02-24 07:17:00,1,TXN00158316,DR,HSBCGB2L,FPS,664019.52,48.88456685457445,166.6892581936605
2026-02-24 07:17:00,2,TXN00158312,DR,HSBCGB2L,CHAPS,307728.07,22.654685529341318,77.24918043624204
2026-02-24 07:17:00,3,TXN00158313,DR,BOFAGB22,INTERNAL,165159.09,12.158875354666801,41.45999532670366
2026-02-24 07:17:00,4,TXN00158311,DR,NTSBGB2L,CHAPS,107971.67,7.948784879870777,27.104199554601507
2026-02-24 07:17:00,5,TXN00158314,DR,RBOSGB2L,SWIFT,59932.59,4.412187615542989,15.044917608332952
2026-02-24 07:18:00,1,TXN00158318,CR,TSBSGB2A,CHAPS,342052.76,47.809104155328896,
2026-02-24 07:18:00,2,TXN00158319,DR,BOFAGB22,CHAPS,323374.78,45.198461600562936,
2026-02-24 07:18:00,3,TXN00158317,DR,RBOSGB2L,BACS,50027.74,6.992434244108171,
2026-02-24 07:19:00,1,TXN00158321,DR,RBOSGB2L,FPS,107340.18,47.19645440638445,
2026-02-24 07:19:00,2,TXN00158322,DR,RBOSGB2L,FPS,81058.39,35.640601756862424,
2026-02-24 07:19:00,3,TXN00158320,CR,DEUTGB2L,FPS,39034.15,17.16294383675313,
2026-02-24 07:20:00,1,TXN00158327,DR,BARCGB22,CHAPS,511731.66,40.05881588597241,165.86719239030484
2026-02-24 07:20:00,2,TXN00158324,DR,NWBKGB2L,INTERNAL,434434.17,34.00789865259702,140.81281595184552
2026-02-24 07:20:00,3,TXN00158323,DR,COBAGB2X,SWIFT,195377.89,15.2943574444852,63.327686368753916
2026-02-24 07:20:00,4,TXN00158326,DR,NWBKGB2L,CHAPS,91253.79,7.14342898484567,29.578021305686804
2026-02-24 07:20:00,5,TXN00158328,CR,MIDLGB22,FPS,32154.17,2.5170574280986586,10.422106581290217
2026-02-24 07:21:00,1,TXN00158330,CR,DEUTGB2L,CHAPS,80680.0,67.33086770611128,
2026-02-24 07:21:00,2,TXN00158329,CR,CHASGB2L,BACS,39146.17,32.66913229388872,
2026-02-24 07:22:00,1,TXN00158337,DR,RBOSGB2L,CHAPS,671261.94,54.049673749894346,245.88047403840145
2026-02-24 07:22:00,2,TXN00158331,CR,NWBKGB2L,CHAPS,266572.44,21.46427877724348,97.64438292564796
2026-02-24 07:22:00,3,TXN00158336,CR,CITIGB2L,CHAPS,108495.87,8.736032876690357,39.74158872586874
2026-02-24 07:22:00,4,TXN00158332,CR,DEUTGB2L,CHAPS,57484.41,4.6286157773300305,21.056301777839252
2026-02-24 07:22:00,5,TXN00158335,DR,HSBCGB2L,FPS,54703.85,4.404726484810323,20.037794142962444
2026-02-24 07:23:00,1,TXN00158342,DR,HSBCGB2L,BACS,604038.58,41.50359116087962,127.28075199563075
2026-02-24 07:23:00,2,TXN00158343,CR,NTSBGB2L,FPS,359047.59,24.670219545677252,75.65716623169817
2026-02-24 07:23:00,3,TXN00158339,DR,BARCGB22,CHAPS,340777.87,23.41490404992904,71.80743911600696
2026-02-24 07:23:00,4,TXN00158344,CR,CITIGB2L,FPS,63771.39,4.381742799145392,13.437668956520373
2026-02-24 07:23:00,5,TXN00158338,DR,BARCGB22,SWIFT,49136.11,3.3761502794672635,10.35377745398321
2026-02-24 07:24:00,1,TXN00158348,CR,BOFAGB22,SWIFT,709485.86,60.94958057433982,387.19610234408543
2026-02-24 07:24:00,2,TXN00158346,CR,BOFAGB22,CHAPS,176506.45,15.163084569670891,96.3269507282234
2026-02-24 07:24:00,3,TXN00158347,DR,MIDLGB22,BACS,176110.14,15.129038890060848,96.11066778874383
2026-02-24 07:24:00,4,TXN00158349,DR,CHASGB2L,FPS,82535.35,7.090338579906777,45.04299187245947
