Effective Timestamp,UBR L6 Name,Credit Amount,Debit Amount,Net Amount
2026-06-25 05:00:00,Corporate Bank,387933.47,139421.1,248512.36999999997
2026-06-25 06:00:00,Corporate Bank,983717.85,3506465.05,-2522747.1999999997
2026-06-25 07:00:00,Corporate Bank,2613266.44,1175422.85,1437843.5899999999
2026-06-25 08:00:00,Corporate Bank,4718617.37,2517431.41,2201185.96
2026-06-25 09:00:00,Corporate Bank,7678976.75,3055387.82,4623588.93
2026-06-25 10:00:00,Corporate Bank,4954019.15,6595103.59,-1641084.4399999995
2026-06-25 11:00:00,Corporate Bank,5433104.37,3201322.84,2231781.5300000003
2026-06-25 12:00:00,Corporate Bank,3452964.84,4953713.13,-1500748.29
2026-06-25 13:00:00,Corporate Bank,3956959.74,7787687.38,-3830727.6399999997
2026-06-25 14:00:00,Corporate Bank,3988622.48,4478130.4,-489507.9200000004
2026-06-25 15:00:00,Corporate Bank,2418413.0,5286248.69,-2867835.6900000004
2026-06-25 16:00:00,Corporate Bank,2912016.88,3274819.42,-362802.54000000004
2026-06-25 17:00:00,Corporate Bank,2450011.42,1419200.26,1030811.1599999999
2026-06-25 18:00:00,Corporate Bank,633576.72,1009657.08,-376080.36
2026-06-25 19:00:00,Corporate Bank,313085.55,367287.26,-54201.71000000002
2026-06-25 20:00:00,Corporate Bank,153803.75,155299.23,-1495.4800000000105
2026-06-25 21:00:00,Corporate Bank,147235.72,279020.08,-131784.36000000002
2026-06-25 22:00:00,Corporate Bank,209932.96,165193.78,44739.17999999999
2026-06-25 23:00:00,Corporate Bank,285024.71,168341.7,116683.01000000001
2026-06-26 00:00:00,Corporate Bank,243774.81,136719.13,107055.68
2026-06-26 01:00:00,Corporate Bank,198651.81,142419.72,56232.09
2026-06-26 02:00:00,Corporate Bank,158020.4,200361.8,-42341.399999999994
2026-06-26 03:00:00,Corporate Bank,171024.56,148897.35,22127.209999999992
2026-06-26 04:00:00,Corporate Bank,155861.56,181069.14,-25207.580000000016
2026-06-26 05:00:00,Corporate Bank,249003.32,177150.22,71853.1
2026-06-26 06:00:00,Corporate Bank,750845.75,1702444.01,-951598.26
2026-06-26 07:00:00,Corporate Bank,2577386.94,663767.61,1913619.33
2026-06-26 08:00:00,Corporate Bank,4078146.12,1348829.78,2729316.34
2026-06-26 09:00:00,Corporate Bank,3510162.02,3956362.63,-446200.60999999987
2026-06-26 10:00:00,Corporate Bank,4775827.21,5329280.9,-553453.6900000004
2026-06-26 11:00:00,Corporate Bank,3366264.64,3142870.44,223394.2000000002
2026-06-26 12:00:00,Corporate Bank,2516012.42,3462912.81,-946900.3900000001
2026-06-26 13:00:00,Corporate Bank,3933239.22,3358311.06,574928.1600000001
2026-06-26 14:00:00,Corporate Bank,4427853.47,2101114.44,2326739.03
2026-06-26 15:00:00,Corporate Bank,3466850.37,3372448.45,94401.91999999993
2026-06-26 16:00:00,Corporate Bank,3539949.82,29474631.72,-25934681.9
2026-06-26 17:00:00,Corporate Bank,747532.22,2743611.53,-1996079.3099999998
2026-06-26 18:00:00,Corporate Bank,304347.69,855836.51,-551488.8200000001
2026-06-26 19:00:00,Corporate Bank,255044.49,534615.22,-279570.73
2026-06-26 20:00:00,Corporate Bank,179186.11,325765.34,-146579.23000000004
2026-06-26 21:00:00,Corporate Bank,178859.29,210123.96,-31264.669999999984
2026-06-26 22:00:00,Corporate Bank,132914.19,147920.47,-15006.279999999999
2026-06-26 23:00:00,Corporate Bank,118461.81,130542.22,-12080.410000000003
2026-06-27 00:00:00,Corporate Bank,9339.52,7451.54,1887.9800000000005
2026-06-27 01:00:00,Corporate Bank,8199.69,10356.09,-2156.3999999999996
2026-06-27 02:00:00,Corporate Bank,14940.71,9543.69,5397.019999999999
2026-06-27 03:00:00,Corporate Bank,8742.64,10895.71,-2153.0699999999997
2026-06-27 04:00:00,Corporate Bank,11538.09,9639.05,1899.0400000000009
2026-06-27 05:00:00,Corporate Bank,48479.02,14411.38,34067.64
2026-06-27 06:00:00,Corporate Bank,59584.83,22820.52,36764.31
2026-06-27 07:00:00,Corporate Bank,1546231.32,76861.28,1469370.04
2026-06-27 08:00:00,Corporate Bank,324237.92,190214.71,134023.21
2026-06-27 09:00:00,Corporate Bank,407589.18,201699.75,205889.43
2026-06-27 10:00:00,Corporate Bank,316067.23,182759.06,133308.16999999998
2026-06-27 11:00:00,Corporate Bank,235527.96,440701.58,-205173.62000000002
2026-06-27 12:00:00,Corporate Bank,221179.54,226737.9,-5558.359999999986
2026-06-27 13:00:00,Corporate Bank,221863.74,118547.2,103316.54
2026-06-27 14:00:00,Corporate Bank,322531.57,194312.76,128218.81
2026-06-27 15:00:00,Corporate Bank,459976.76,335654.81,124321.95000000001
2026-06-27 16:00:00,Corporate Bank,231287.29,209466.15,21821.140000000014
2026-06-27 17:00:00,Corporate Bank,86956.9,125698.18,-38741.28
2026-06-27 18:00:00,Corporate Bank,42830.42,110502.23,-67671.81
2026-06-27 19:00:00,Corporate Bank,11778.65,22340.83,-10562.180000000002
2026-06-27 20:00:00,Corporate Bank,9660.28,11320.31,-1660.0299999999988
2026-06-27 21:00:00,Corporate Bank,12632.58,10639.58,1993.0
2026-06-27 22:00:00,Corporate Bank,14645.53,10267.53,4378.0
2026-06-27 23:00:00,Corporate Bank,7428.3,10460.24,-3031.9399999999996
2026-06-28 00:00:00,Corporate Bank,8096.03,11829.5,-3733.4700000000003
2026-06-28 01:00:00,Corporate Bank,18010.99,9552.5,8458.490000000002
2026-06-28 02:00:00,Corporate Bank,9656.65,10424.55,-767.8999999999996
2026-06-28 03:00:00,Corporate Bank,16651.32,8346.02,8305.3
2026-06-28 04:00:00,Corporate Bank,12474.25,9441.07,3033.1800000000003
2026-06-28 05:00:00,Corporate Bank,24837.63,11642.35,13195.28
2026-06-28 06:00:00,Corporate Bank,57637.98,23660.62,33977.36
2026-06-28 07:00:00,Corporate Bank,202137.3,76581.66,125555.63999999998
2026-06-28 08:00:00,Corporate Bank,401383.77,173027.47,228356.30000000002
2026-06-28 09:00:00,Corporate Bank,239927.93,260187.7,-20259.77000000002
2026-06-28 10:00:00,Corporate Bank,260700.86,246626.26,14074.599999999977
2026-06-28 11:00:00,Corporate Bank,292422.87,283049.41,9373.460000000021
2026-06-28 12:00:00,Corporate Bank,206440.02,208177.64,-1737.6200000000244
2026-06-28 13:00:00,Corporate Bank,227430.78,210105.85,17324.929999999993
2026-06-28 14:00:00,Corporate Bank,395997.55,466646.7,-70649.15000000002
2026-06-28 15:00:00,Corporate Bank,348493.01,227554.36,120938.65000000002
2026-06-28 16:00:00,Corporate Bank,140550.02,258566.24,-118016.22
2026-06-28 17:00:00,Corporate Bank,84601.09,201954.15,-117353.06
2026-06-28 18:00:00,Corporate Bank,23056.72,74751.68,-51694.95999999999
2026-06-28 19:00:00,Corporate Bank,11686.07,61679.75,-49993.68
2026-06-28 20:00:00,Corporate Bank,10841.98,12840.86,-1998.880000000001
2026-06-28 21:00:00,Corporate Bank,9596.0,11005.46,-1409.4599999999991
2026-06-28 22:00:00,Corporate Bank,7014.1,7186.53,-172.42999999999938
2026-06-28 23:00:00,Corporate Bank,7551.64,8111.0,-559.3599999999997
2026-06-29 00:00:00,Corporate Bank,113334.9,161630.94,-48296.04000000001
2026-06-29 01:00:00,Corporate Bank,178841.19,193355.6,-14514.410000000003
2026-06-29 02:00:00,Corporate Bank,86650.88,165089.53,-78438.65
2026-06-29 03:00:00,Corporate Bank,118559.9,219355.28,-100795.38
2026-06-29 04:00:00,Corporate Bank,111735.88,150081.9,-38346.01999999999
2026-06-29 05:00:00,Corporate Bank,435991.46,170059.57,265931.89
2026-06-29 06:00:00,Corporate Bank,613033.56,832046.87,-219013.30999999994
2026-06-29 07:00:00,Corporate Bank,2563452.09,1139423.42,1424028.67
2026-06-29 08:00:00,Corporate Bank,7279756.3,1967409.38,5312346.92
2026-06-29 09:00:00,Corporate Bank,9011710.53,3474722.14,5536988.389999999
2026-06-29 10:00:00,Corporate Bank,2809459.0,3949003.75,-1139544.75
2026-06-29 11:00:00,Corporate Bank,4050562.22,6122352.1,-2071789.8799999994
2026-06-29 12:00:00,Corporate Bank,2658703.36,3136599.84,-477896.48
2026-06-29 13:00:00,Corporate Bank,3072760.09,3433297.47,-360537.38000000035
2026-06-29 14:00:00,Corporate Bank,4712223.31,3936207.48,776015.8299999996
2026-06-29 15:00:00,Corporate Bank,6029867.26,5526883.77,502983.4900000002
2026-06-29 16:00:00,Corporate Bank,3209159.82,2944966.47,264193.3499999996
2026-06-29 17:00:00,Corporate Bank,1067532.94,1769126.33,-701593.3900000001
2026-06-29 18:00:00,Corporate Bank,682266.71,1293970.95,-611704.24
2026-06-29 19:00:00,Corporate Bank,129974.69,610513.64,-480538.95
2026-06-29 20:00:00,Corporate Bank,138892.89,264863.56,-125970.66999999998
2026-06-29 21:00:00,Corporate Bank,123738.12,130547.83,-6809.710000000006
2026-06-29 22:00:00,Corporate Bank,159954.92,186513.93,-26559.00999999998
2026-06-29 23:00:00,Corporate Bank,146807.09,120172.87,26634.22
2026-06-30 00:00:00,Corporate Bank,149518.36,128274.67,21243.689999999988
2026-06-30 01:00:00,Corporate Bank,148052.12,113007.45,35044.67
2026-06-30 02:00:00,Corporate Bank,157417.44,221651.65,-64234.20999999999
2026-06-30 03:00:00,Corporate Bank,188845.79,181814.1,7031.690000000002
2026-06-30 04:00:00,Corporate Bank,204347.03,185150.46,19196.570000000007
2026-06-30 05:00:00,Corporate Bank,353050.44,273134.08,79916.35999999999
2026-06-30 06:00:00,Corporate Bank,1187688.47,859617.92,328070.54999999993
2026-06-30 07:00:00,Corporate Bank,3253310.6,606217.31,2647093.29
2026-06-30 08:00:00,Corporate Bank,3767578.22,1956288.64,1811289.5800000003
2026-06-30 09:00:00,Corporate Bank,5358445.36,3557084.04,1801361.3200000003
2026-06-30 10:00:00,Corporate Bank,6843752.41,4059344.14,2784408.27
2026-06-30 11:00:00,Corporate Bank,2660474.81,3345782.41,-685307.6000000001
2026-06-30 12:00:00,Corporate Bank,6146855.14,3198099.18,2948755.9599999995
2026-06-30 13:00:00,Corporate Bank,2941061.37,2294078.65,646982.7200000002
2026-06-30 14:00:00,Corporate Bank,4395544.62,4436132.79,-40588.169999999925
2026-06-30 15:00:00,Corporate Bank,3136729.36,4507244.17,-1370514.81
2026-06-30 16:00:00,Corporate Bank,5168019.82,4386050.91,781968.9100000001
2026-06-30 17:00:00,Corporate Bank,1137562.25,2844752.44,-1707190.19
2026-06-30 18:00:00,Corporate Bank,475163.1,1449659.37,-974496.2700000001
2026-06-30 19:00:00,Corporate Bank,227973.1,455770.85,-227797.74999999997
2026-06-30 20:00:00,Corporate Bank,179157.92,452957.43,-273799.51
2026-06-30 21:00:00,Corporate Bank,143567.07,178556.5,-34989.42999999999
2026-06-30 22:00:00,Corporate Bank,150134.23,87052.82,63081.41
2026-06-30 23:00:00,Corporate Bank,54120.05,619632.73,-565512.6799999999
2026-04-01 00:00:00,Corporate Cash Management,51574.14,75913.01,-24338.869999999995
2026-04-01 01:00:00,Corporate Cash Management,83678.77,103765.05,-20086.28
2026-04-01 02:00:00,Corporate Cash Management,106296.06,88923.18,17372.880000000005
2026-04-01 03:00:00,Corporate Cash Management,142723.47,115571.85,27151.619999999995
2026-04-01 04:00:00,Corporate Cash Management,83955.55,85317.84,-1362.2899999999936
2026-04-01 05:00:00,Corporate Cash Management,47984.2,76399.77,-28415.570000000007
2026-04-01 06:00:00,Corporate Cash Management,133935.01,95972.78,37962.23000000001
2026-04-01 07:00:00,Corporate Cash Management,105335.45,81792.6,23542.84999999999
2026-04-01 08:00:00,Corporate Cash Management,53221.42,55562.94,-2341.520000000004
2026-04-01 09:00:00,Corporate Cash Management,101318.96,77434.66,23884.300000000003
2026-04-01 10:00:00,Corporate Cash Management,104036.43,184380.57,-80344.14000000001
2026-04-01 11:00:00,Corporate Cash Management,85748.66,57080.72,28667.940000000002
2026-04-01 12:00:00,Corporate Cash Management,75625.07,95591.23,-19966.15999999999
2026-04-01 13:00:00,Corporate Cash Management,79957.98,84810.58,-4852.600000000006
2026-04-01 14:00:00,Corporate Cash Management,91986.48,152825.26,-60838.78000000001
2026-04-01 15:00:00,Corporate Cash Management,250458.87,168017.0,82441.87
2026-04-01 16:00:00,Corporate Cash Management,1338935.85,1091247.15,247688.7000000002
2026-04-01 17:00:00,Corporate Cash Management,1653465.94,3249792.41,-1596326.4700000002
2026-04-01 18:00:00,Corporate Cash Management,3015677.39,2617495.73,398181.66000000015
2026-04-01 19:00:00,Corporate Cash Management,1242060.63,878189.47,363871.1599999999
2026-04-01 20:00:00,Corporate Cash Management,239104.32,715976.58,-476872.25999999995
2026-04-01 21:00:00,Corporate Cash Management,90176.25,89372.78,803.4700000000012
2026-04-01 22:00:00,Corporate Cash Management,132805.64,83351.67,49453.970000000016
2026-04-01 23:00:00,Corporate Cash Management,130152.8,113578.79,16574.01000000001
2026-04-02 00:00:00,Corporate Cash Management,84863.69,99538.76,-14675.069999999992
2026-04-02 01:00:00,Corporate Cash Management,91088.36,103311.78,-12223.419999999998
2026-04-02 02:00:00,Corporate Cash Management,112793.59,97747.12,15046.470000000001
2026-04-02 03:00:00,Corporate Cash Management,128157.05,114409.0,13748.050000000003
2026-04-02 04:00:00,Corporate Cash Management,75847.04,124695.48,-48848.44
2026-04-02 05:00:00,Corporate Cash Management,71596.75,83774.73,-12177.979999999996
2026-04-02 06:00:00,Corporate Cash Management,99597.79,110462.59,-10864.800000000003
2026-04-02 07:00:00,Corporate Cash Management,70225.02,65089.46,5135.560000000005
2026-04-02 08:00:00,Corporate Cash Management,57188.35,51241.29,5947.059999999998
2026-04-02 09:00:00,Corporate Cash Management,75755.08,142082.93,-66327.84999999999
2026-04-02 10:00:00,Corporate Cash Management,103222.87,82803.48,20419.39
2026-04-02 11:00:00,Corporate Cash Management,137139.97,95863.75,41276.22
2026-04-02 12:00:00,Corporate Cash Management,77899.33,66255.25,11644.080000000002
2026-04-02 13:00:00,Corporate Cash Management,90275.63,65582.47,24693.160000000003
2026-04-02 14:00:00,Corporate Cash Management,103737.77,80798.16,22939.61
2026-04-02 15:00:00,Corporate Cash Management,194895.74,260486.02,-65590.28
2026-04-02 16:00:00,Corporate Cash Management,916671.79,935063.96,-18392.169999999925
2026-04-02 17:00:00,Corporate Cash Management,3075839.16,2517066.38,558772.7800000003
2026-04-02 18:00:00,Corporate Cash Management,2096928.43,2272575.87,-175647.44000000018
2026-04-02 19:00:00,Corporate Cash Management,907494.06,1423960.93,-516466.8699999999
2026-04-02 20:00:00,Corporate Cash Management,217885.05,275601.86,-57716.81
2026-04-02 21:00:00,Corporate Cash Management,108158.24,85554.46,22603.78
2026-04-02 22:00:00,Corporate Cash Management,63759.77,106929.89,-43170.12
2026-04-02 23:00:00,Corporate Cash Management,90008.52,84648.67,5359.850000000006
2026-04-03 00:00:00,Corporate Cash Management,67348.83,82716.77,-15367.940000000002
2026-04-03 01:00:00,Corporate Cash Management,78378.47,88888.43,-10509.959999999992
2026-04-03 02:00:00,Corporate Cash Management,113267.94,105701.4,7566.540000000008
2026-04-03 03:00:00,Corporate Cash Management,91298.84,72006.74,19292.09999999999
2026-04-03 04:00:00,Corporate Cash Management,141156.19,102044.43,39111.76000000001
2026-04-03 05:00:00,Corporate Cash Management,91336.47,168050.56,-76714.09
2026-04-03 06:00:00,Corporate Cash Management,118463.24,94215.99,24247.25
2026-04-03 07:00:00,Corporate Cash Management,113442.17,90807.26,22634.910000000003
2026-04-03 08:00:00,Corporate Cash Management,92693.14,88126.01,4567.130000000005
2026-04-03 09:00:00,Corporate Cash Management,66932.61,101429.36,-34496.75
2026-04-03 10:00:00,Corporate Cash Management,90587.65,60172.09,30415.559999999998
2026-04-03 11:00:00,Corporate Cash Management,81402.57,137700.46,-56297.889999999985
2026-04-03 12:00:00,Corporate Cash Management,80620.56,115021.08,-34400.520000000004
2026-04-03 13:00:00,Corporate Cash Management,96823.46,76708.71,20114.75
2026-04-03 14:00:00,Corporate Cash Management,69448.63,97327.05,-27878.42
2026-04-03 15:00:00,Corporate Cash Management,184224.22,192960.93,-8736.709999999992
2026-04-03 16:00:00,Corporate Cash Management,853652.6,1146603.52,-292950.92000000004
2026-04-03 17:00:00,Corporate Cash Management,2654550.61,2779801.21,-125250.6000000001
2026-04-03 18:00:00,Corporate Cash Management,2334484.73,2898519.5,-564034.77
2026-04-03 19:00:00,Corporate Cash Management,922357.84,822764.69,99593.15000000002
2026-04-03 20:00:00,Corporate Cash Management,237099.63,196652.63,40447.0
2026-04-03 21:00:00,Corporate Cash Management,89260.48,128599.72,-39339.240000000005
2026-04-03 22:00:00,Corporate Cash Management,93236.17,78861.76,14374.410000000003
2026-04-03 23:00:00,Corporate Cash Management,70364.15,46476.42,23887.729999999996
2026-04-04 00:00:00,Corporate Cash Management,1512.06,1733.48,-221.42000000000007
2026-04-04 01:00:00,Corporate Cash Management,3098.08,3289.25,-191.17000000000007
2026-04-04 02:00:00,Corporate Cash Management,1562.4,2225.55,-663.1500000000001
2026-04-04 03:00:00,Corporate Cash Management,1098.53,1555.43,-456.9000000000001
2026-04-04 04:00:00,Corporate Cash Management,2026.09,1777.37,248.72000000000003
2026-04-04 05:00:00,Corporate Cash Management,1558.28,2133.47,-575.1899999999998
2026-04-04 06:00:00,Corporate Cash Management,1976.92,1160.35,816.5700000000002
2026-04-04 07:00:00,Corporate Cash Management,1818.83,1453.21,365.6199999999999
2026-04-04 08:00:00,Corporate Cash Management,2134.1,1988.49,145.6099999999999
2026-04-04 09:00:00,Corporate Cash Management,1814.25,2681.59,-867.3400000000001
2026-04-04 10:00:00,Corporate Cash Management,1757.58,1612.77,144.80999999999995
2026-04-04 11:00:00,Corporate Cash Management,2478.26,2663.23,-184.9699999999998
2026-04-04 12:00:00,Corporate Cash Management,1068.28,1490.65,-422.3700000000001
2026-04-04 13:00:00,Corporate Cash Management,1337.15,773.17,563.9800000000001
2026-04-04 14:00:00,Corporate Cash Management,1623.66,2325.93,-702.2699999999998
2026-04-04 15:00:00,Corporate Cash Management,3002.31,5077.92,-2075.61
2026-04-04 16:00:00,Corporate Cash Management,19505.0,25579.05,-6074.049999999999
2026-04-04 17:00:00,Corporate Cash Management,48961.97,65173.32,-16211.349999999999
2026-04-04 18:00:00,Corporate Cash Management,72185.47,57438.31,14747.160000000003
2026-04-04 19:00:00,Corporate Cash Management,21508.53,19945.9,1562.6299999999974
2026-04-04 20:00:00,Corporate Cash Management,4346.36,4198.09,148.26999999999953
2026-04-04 21:00:00,Corporate Cash Management,1814.84,1721.28,93.55999999999995
2026-04-04 22:00:00,Corporate Cash Management,1431.77,1630.72,-198.95000000000005
2026-04-04 23:00:00,Corporate Cash Management,2323.99,1144.58,1179.4099999999999
2026-04-05 00:00:00,Corporate Cash Management,2517.07,1328.71,1188.3600000000001
2026-04-05 01:00:00,Corporate Cash Management,1373.74,1727.94,-354.20000000000005
2026-04-05 02:00:00,Corporate Cash Management,2788.74,1027.95,1760.7899999999997
2026-04-05 03:00:00,Corporate Cash Management,1572.76,1089.62,483.1400000000001
2026-04-05 04:00:00,Corporate Cash Management,1541.02,1655.69,-114.67000000000007
2026-04-05 05:00:00,Corporate Cash Management,2093.37,1743.17,350.1999999999998
2026-04-05 06:00:00,Corporate Cash Management,2140.6,1664.37,476.23
2026-04-05 07:00:00,Corporate Cash Management,1827.16,992.84,834.32
2026-04-05 08:00:00,Corporate Cash Management,1705.75,2653.52,-947.77
2026-04-05 09:00:00,Corporate Cash Management,2493.44,1257.0,1236.44
2026-04-05 10:00:00,Corporate Cash Management,1591.62,1467.04,124.57999999999993
2026-04-05 11:00:00,Corporate Cash Management,1828.3,1313.04,515.26
2026-04-05 12:00:00,Corporate Cash Management,2840.65,2490.67,349.98
2026-04-05 13:00:00,Corporate Cash Management,1333.28,2002.66,-669.3800000000001
2026-04-05 14:00:00,Corporate Cash Management,1779.43,1715.76,63.67000000000007
2026-04-05 15:00:00,Corporate Cash Management,5923.19,3872.45,2050.74
2026-04-05 16:00:00,Corporate Cash Management,25091.21,22256.32,2834.8899999999994
2026-04-05 17:00:00,Corporate Cash Management,70744.03,40090.34,30653.690000000002
2026-04-05 18:00:00,Corporate Cash Management,40643.65,60217.25,-19573.6
2026-04-05 19:00:00,Corporate Cash Management,23826.45,18551.79,5274.66
2026-04-05 20:00:00,Corporate Cash Management,4268.62,5051.63,-783.0100000000002
2026-04-05 21:00:00,Corporate Cash Management,3522.11,2180.6,1341.5100000000002
2026-04-05 22:00:00,Corporate Cash Management,2280.18,1553.82,726.3599999999999
2026-04-05 23:00:00,Corporate Cash Management,1849.67,1077.47,772.2
2026-04-06 00:00:00,Corporate Cash Management,99890.45,84614.31,15276.14
2026-04-06 01:00:00,Corporate Cash Management,94270.79,62642.34,31628.449999999997
2026-04-06 02:00:00,Corporate Cash Management,110758.62,91786.79,18971.83
2026-04-06 03:00:00,Corporate Cash Management,75077.76,84408.38,-9330.62000000001
2026-04-06 04:00:00,Corporate Cash Management,130830.66,77696.56,53134.100000000006
2026-04-06 05:00:00,Corporate Cash Management,66780.94,65099.65,1681.2900000000009
2026-04-06 06:00:00,Corporate Cash Management,97891.57,121086.72,-23195.149999999994
2026-04-06 07:00:00,Corporate Cash Management,75681.18,80349.76,-4668.580000000002
2026-04-06 08:00:00,Corporate Cash Management,94001.09,162089.29,-68088.20000000001
2026-04-06 09:00:00,Corporate Cash Management,119057.22,90789.36,28267.86
2026-04-06 10:00:00,Corporate Cash Management,60613.23,98268.84,-37655.60999999999
2026-04-06 11:00:00,Corporate Cash Management,89141.94,90886.62,-1744.679999999993
2026-04-06 12:00:00,Corporate Cash Management,64888.42,98023.93,-33135.509999999995
2026-04-06 13:00:00,Corporate Cash Management,86841.84,118429.3,-31587.460000000006
2026-04-06 14:00:00,Corporate Cash Management,69573.36,127261.85,-57688.490000000005
2026-04-06 15:00:00,Corporate Cash Management,238665.03,142618.44,96046.59
2026-04-06 16:00:00,Corporate Cash Management,988311.55,1317676.17,-329364.6199999999
2026-04-06 17:00:00,Corporate Cash Management,3409658.56,3099765.78,309892.78000000026
2026-04-06 18:00:00,Corporate Cash Management,3845759.26,2762164.88,1083594.38
2026-04-06 19:00:00,Corporate Cash Management,1102353.24,1632533.47,-530180.23
2026-04-06 20:00:00,Corporate Cash Management,286583.04,343785.0,-57201.96000000002
2026-04-06 21:00:00,Corporate Cash Management,140976.71,121066.41,19910.29999999999
2026-04-06 22:00:00,Corporate Cash Management,73951.42,78669.91,-4718.490000000005
2026-04-06 23:00:00,Corporate Cash Management,133133.83,66799.65,66334.18
2026-04-07 00:00:00,Corporate Cash Management,92145.12,108680.21,-16535.09000000001
2026-04-07 01:00:00,Corporate Cash Management,72821.07,621217.55,-548396.48
2026-04-07 02:00:00,Corporate Cash Management,100204.7,54198.07,46006.63
2026-04-07 03:00:00,Corporate Cash Management,91338.8,118082.48,-26743.679999999993
2026-04-07 04:00:00,Corporate Cash Management,65421.21,84444.4,-19023.189999999995
2026-04-07 05:00:00,Corporate Cash Management,70621.68,57257.52,13364.159999999996
2026-04-07 06:00:00,Corporate Cash Management,140040.0,101206.07,38833.92999999999
2026-04-07 07:00:00,Corporate Cash Management,99707.73,112973.85,-13266.12000000001
2026-04-07 08:00:00,Corporate Cash Management,134699.73,82431.9,52267.830000000016
2026-04-07 09:00:00,Corporate Cash Management,83801.94,69094.22,14707.720000000001
2026-04-07 10:00:00,Corporate Cash Management,76110.96,138079.89,-61968.93000000001
2026-04-07 11:00:00,Corporate Cash Management,61054.74,76145.84,-15091.099999999999
2026-04-07 12:00:00,Corporate Cash Management,118463.24,120263.69,-1800.449999999997
2026-04-07 13:00:00,Corporate Cash Management,103192.09,61736.89,41455.2
2026-04-07 14:00:00,Corporate Cash Management,90115.64,107145.9,-17030.259999999995
2026-04-07 15:00:00,Corporate Cash Management,188001.46,244374.42,-56372.96000000002
2026-04-07 16:00:00,Corporate Cash Management,1457179.29,1323592.14,133587.15000000014
2026-04-07 17:00:00,Corporate Cash Management,2706107.46,3976044.77,-1269937.31
2026-04-07 18:00:00,Corporate Cash Management,2713390.53,2233643.87,479746.6599999997
2026-04-07 19:00:00,Corporate Cash Management,946099.54,1211899.6,-265800.06000000006
2026-04-07 20:00:00,Corporate Cash Management,207006.4,157619.35,49387.04999999999
2026-04-07 21:00:00,Corporate Cash Management,114492.66,68423.17,46069.490000000005
2026-04-07 22:00:00,Corporate Cash Management,65354.35,77988.44,-12634.090000000004
2026-04-07 23:00:00,Corporate Cash Management,94897.07,99698.49,-4801.419999999998
2026-04-08 00:00:00,Corporate Cash Management,118095.75,136869.32,-18773.570000000007
2026-04-08 01:00:00,Corporate Cash Management,91050.09,143243.51,-52193.42000000001
2026-04-08 02:00:00,Corporate Cash Management,121044.24,82358.93,38685.31000000001
2026-04-08 03:00:00,Corporate Cash Management,130027.93,97143.89,32884.03999999999
2026-04-08 04:00:00,Corporate Cash Management,116570.36,113927.36,2643.0
2026-04-08 05:00:00,Corporate Cash Management,81311.34,108979.02,-27667.680000000008
2026-04-08 06:00:00,Corporate Cash Management,92179.7,86266.86,5912.8399999999965
2026-04-08 07:00:00,Corporate Cash Management,101396.85,91728.76,9668.090000000011
2026-04-08 08:00:00,Corporate Cash Management,82695.24,87554.76,-4859.5199999999895
2026-04-08 09:00:00,Corporate Cash Management,82008.51,85431.61,-3423.100000000006
2026-04-08 10:00:00,Corporate Cash Management,80783.37,82636.96,-1853.590000000011
2026-04-08 11:00:00,Corporate Cash Management,175649.35,87347.56,88301.79000000001
2026-04-08 12:00:00,Corporate Cash Management,86906.76,81317.82,5588.939999999988
2026-04-08 13:00:00,Corporate Cash Management,121644.52,67849.35,53795.17
2026-04-08 14:00:00,Corporate Cash Management,80288.74,119801.39,-39512.649999999994
2026-04-08 15:00:00,Corporate Cash Management,350744.61,252368.22,98376.38999999998
2026-04-08 16:00:00,Corporate Cash Management,1000143.32,1700876.64,-700733.32
2026-04-08 17:00:00,Corporate Cash Management,2866454.07,3002427.73,-135973.66000000015
2026-04-08 18:00:00,Corporate Cash Management,1788989.31,2466503.75,-677514.44
2026-04-08 19:00:00,Corporate Cash Management,5913791.81,909724.48,5004067.33
2026-04-08 20:00:00,Corporate Cash Management,319871.56,224452.99,95418.57
2026-04-08 21:00:00,Corporate Cash Management,74155.34,110875.61,-36720.270000000004
2026-04-08 22:00:00,Corporate Cash Management,124915.21,84772.11,40143.100000000006
2026-04-08 23:00:00,Corporate Cash Management,66572.17,62318.25,4253.919999999998
2026-04-09 00:00:00,Corporate Cash Management,108920.29,74817.89,34102.399999999994
2026-04-09 01:00:00,Corporate Cash Management,86540.03,90406.48,-3866.449999999997
2026-04-09 02:00:00,Corporate Cash Management,129886.76,108297.34,21589.42
2026-04-09 03:00:00,Corporate Cash Management,98977.98,62075.65,36902.329999999994
2026-04-09 04:00:00,Corporate Cash Management,117385.87,96166.45,21219.42
2026-04-09 05:00:00,Corporate Cash Management,126727.44,95115.27,31612.17
2026-04-09 06:00:00,Corporate Cash Management,86473.81,80392.07,6081.739999999991
2026-04-09 07:00:00,Corporate Cash Management,92330.42,77717.4,14613.020000000004
2026-04-09 08:00:00,Corporate Cash Management,70443.01,74868.16,-4425.150000000009
2026-04-09 09:00:00,Corporate Cash Management,86279.62,93224.56,-6944.940000000002
2026-04-09 10:00:00,Corporate Cash Management,150560.91,119284.85,31276.059999999998
2026-04-09 11:00:00,Corporate Cash Management,112341.7,121420.02,-9078.320000000007
2026-04-09 12:00:00,Corporate Cash Management,71626.03,67953.5,3672.529999999999
2026-04-09 13:00:00,Corporate Cash Management,140021.33,86004.51,54016.81999999999
